id,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at,updated_at
1468,Merle Johnston III,1,garrett@kozey.example,50,49,9,7,231,individual,7,f,casado,alto,6,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1469,Jacinta Schultz,1,cristobal@schoen-kuhic.example,4,31,25,7,140,familiar,5,t,solteiro,baixo,2,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1470,Cinderella Fritsch,1,delta_bergstrom@wisozk-tillman.example,53,30,0,1,299,individual,5,t,divorciado,médio,8,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1471,Vernice Fisher,1,trent@kuphal.test,40,43,34,5,92,familiar,5,f,casado,alto,5,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1472,Shelba Hills Esq.,1,alaine@klocko.example,68,32,33,4,30,familiar,2,f,divorciado,baixo,8,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1473,Randolph Quitzon,1,kylie_quitzon@frami.test,9,64,1,3,391,individual,2,t,casado,médio,3,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1474,Jovita Beier,1,brandon_kertzmann@schmeler-hoppe.example,29,74,6,1,71,individual,2,t,casado,baixo,1,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1475,Prof. Glen Tremblay,1,saul.zboncak@baumbach.test,51,52,28,5,154,familiar,4,f,divorciado,baixo,10,16,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1476,Miss Rigoberto Smith,1,naomi_wiegand@stiedemann.example,28,70,0,5,326,familiar,4,t,divorciado,médio,0,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1477,Larry Blick,1,brenda@ernser-green.example,40,36,8,0,222,familiar,7,t,solteiro,baixo,3,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1478,Nathalie Johnston,1,felice_ratke@volkman-carter.test,11,43,27,1,306,familiar,7,f,solteiro,baixo,1,18,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1479,Lang Thiel,1,maurice@purdy.example,71,63,22,8,30,individual,7,t,casado,alto,7,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1480,Mikel Rippin,1,warren@pouros-schmitt.test,78,58,2,5,291,familiar,2,f,solteiro,baixo,10,11,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1481,Jerrold Lesch,1,junior@weissnat.test,87,25,24,3,293,individual,1,f,divorciado,alto,3,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1482,Adriana Macejkovic,1,jamar_herzog@terry.test,51,5,25,5,129,individual,2,f,divorciado,baixo,1,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1483,Marketta Volkman I,1,etha_waters@volkman.example,42,41,28,1,390,familiar,6,f,solteiro,baixo,8,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1484,Lawrence Powlowski III,1,tasia_gutmann@conroy.example,68,17,15,4,216,individual,3,f,casado,médio,0,19,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1485,German Dickens VM,1,drucilla_kerluke@ernser-konopelski.example,57,31,28,6,456,individual,6,t,divorciado,baixo,4,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1486,Ninfa Nikolaus IV,1,boyce@ryan.test,45,41,28,5,309,familiar,1,f,casado,médio,9,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1487,Lurlene Beahan,1,greg_senger@king.test,58,37,34,0,91,individual,1,f,divorciado,baixo,5,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1488,Vivien Windler V,1,booker.bahringer@mcglynn.example,68,19,11,9,68,familiar,1,f,casado,baixo,9,4,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1489,Carin VonRueden LLD,1,malcom.ruecker@leuschke.test,79,30,8,3,315,individual,1,t,divorciado,médio,9,14,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1490,Willia Braun,1,temeka@stoltenberg.example,81,70,21,9,46,individual,5,t,solteiro,alto,10,18,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1491,Amb. Octavio Kreiger,1,santos_reinger@becker-hettinger.test,40,72,11,5,161,familiar,2,t,divorciado,médio,4,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1492,Ginette Shanahan,1,morton@beahan.example,69,21,28,3,444,familiar,3,t,solteiro,alto,9,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1493,Renato Franecki,1,aurelia@miller.test,27,28,30,2,206,familiar,5,t,casado,alto,0,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1494,Barrett Fadel,1,donnie_schaefer@medhurst.example,21,56,12,1,365,familiar,1,t,solteiro,baixo,0,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1495,Colin Erdman,1,barney.conroy@collins.example,45,32,11,4,389,individual,5,t,solteiro,alto,7,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1496,Dayle Beatty,1,abram@baumbach-zulauf.example,83,26,37,5,404,familiar,1,t,casado,baixo,3,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1497,Jorge Conn,1,luther@reilly.example,30,61,24,1,426,familiar,2,t,divorciado,alto,5,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1498,Ching Schumm,1,cassy@bauch.test,1,19,5,9,195,individual,1,f,divorciado,médio,5,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1499,Phillip Baumbach,1,chung@ledner-murray.example,49,7,1,0,280,individual,6,f,solteiro,alto,7,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1500,Kermit D'Amore CPA,1,alexander@parisian.example,83,34,4,6,2,individual,5,t,casado,alto,3,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1501,Gregorio West,1,jessi_stanton@schinner-hudson.example,84,7,32,7,312,individual,1,f,divorciado,médio,8,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1502,Renda Schulist,1,ricky_cassin@hahn-schuster.test,2,16,31,2,219,familiar,2,t,casado,alto,3,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1503,Hollis Stroman Jr.,1,tamra@hayes.example,73,29,29,7,71,individual,1,t,solteiro,baixo,8,4,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1504,Randall Sipes,1,junie@keebler.example,11,64,22,1,172,familiar,7,t,solteiro,baixo,10,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1505,Mohammad Terry,1,walker.reilly@schimmel.test,46,64,2,6,74,familiar,5,f,solteiro,médio,4,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1506,Giselle Streich DO,1,tianna.mohr@moore.example,10,35,35,3,299,individual,3,f,solteiro,baixo,6,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1507,Wes Quitzon JD,1,georgine.kuvalis@steuber.example,57,9,32,3,320,individual,1,f,divorciado,alto,5,13,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1508,Ali Feest DO,1,evelina@hirthe.test,65,73,3,5,374,familiar,1,t,divorciado,alto,7,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1509,Eboni Brown,1,mireya.reichert@langosh.test,33,42,12,1,200,familiar,5,t,solteiro,baixo,8,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1510,Jacelyn Schumm,1,orpha.champlin@lubowitz.example,62,48,25,3,253,familiar,3,f,casado,baixo,3,4,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1511,Kenia Willms,1,remedios.carter@vandervort.test,70,17,10,3,190,individual,7,f,casado,médio,9,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1512,Reinaldo Kirlin,1,hanna@johnston.test,63,37,10,0,148,individual,1,t,divorciado,baixo,8,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1513,Chae Will Ret.,1,faustina@heaney.test,81,33,5,4,193,individual,1,t,solteiro,baixo,4,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1514,Leila Dicki,1,romaine.kerluke@bergstrom-hartmann.test,20,27,2,3,337,familiar,7,f,divorciado,baixo,1,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1515,Rep. Lanie Weissnat,1,dylan_bosco@kuphal.example,82,41,30,2,17,individual,4,f,divorciado,médio,7,13,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1516,Candace Pfannerstill,1,pierre.monahan@schulist-ward.test,81,70,23,7,374,individual,1,t,solteiro,baixo,5,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1517,Rodrick Keebler,1,jeneva.wolff@lang.example,82,49,29,2,497,individual,6,t,solteiro,baixo,8,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1518,Rupert Bode,1,ismael_harvey@feeney.test,70,69,23,2,182,familiar,5,t,solteiro,alto,5,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1519,Cristal Okuneva,1,xuan_kertzmann@trantow.example,7,19,35,9,13,individual,7,f,casado,baixo,9,18,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1520,Katharina Pfeffer,1,niki_lang@rodriguez.example,86,64,35,1,182,individual,6,t,divorciado,baixo,3,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1521,Mackenzie Kiehn,1,delia_hermiston@roberts.example,61,45,0,5,68,individual,1,t,casado,baixo,10,4,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1522,Miss Minh Bednar,1,phillis@kuhlman.example,87,37,31,3,440,familiar,1,t,casado,médio,6,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1523,Jerold Rolfson MD,1,cristen@upton-williamson.test,7,21,30,1,67,familiar,6,f,divorciado,médio,9,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1524,Miss Temeka Jakubowski,1,kip.gleichner@west-mcglynn.example,42,65,29,7,35,individual,7,f,divorciado,alto,10,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1525,Rene Gerlach CPA,1,marvin_roob@gerhold.test,65,64,30,9,262,familiar,2,f,casado,baixo,0,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1526,Barry Flatley,1,quintin_abernathy@stark.test,16,67,34,6,140,individual,3,f,casado,alto,5,16,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1527,Shanel Upton,1,corey@prohaska-hartmann.example,23,1,22,0,68,individual,4,f,solteiro,alto,4,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1528,Roseanna Leuschke,1,tena.schoen@witting.test,64,64,35,6,23,individual,7,f,divorciado,alto,3,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1529,Miquel Bauch,1,norbert_considine@grady.example,32,30,6,0,13,individual,1,f,casado,médio,10,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1530,Gov. Chester Fadel,1,willie_stanton@zieme.test,18,41,1,3,238,familiar,3,f,solteiro,médio,2,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1531,Andy Schiller,1,erik@schneider.test,16,20,34,4,390,individual,2,t,divorciado,alto,10,16,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1532,Shawnee Vandervort,1,beau@vonrueden-heathcote.example,34,36,27,2,420,familiar,2,f,solteiro,médio,0,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1533,Elsy Lubowitz,1,janell.rogahn@fritsch.example,15,3,29,9,120,familiar,6,f,divorciado,baixo,9,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1534,Dedra Goyette,1,louie@raynor.test,4,40,4,6,434,individual,1,f,casado,baixo,6,17,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1535,Shante Murray II,1,benjamin@effertz.example,38,53,14,8,324,familiar,6,f,solteiro,alto,9,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1536,Loyd Rau,1,rubye@kassulke.example,70,2,34,5,479,individual,4,f,casado,alto,8,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1537,Seema McLaughlin,1,vanita@gusikowski-denesik.example,4,41,13,0,423,individual,7,f,casado,médio,4,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1538,Arlyne Cummings MD,1,dione.moore@brekke.test,55,6,26,5,251,familiar,3,f,solteiro,alto,0,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1539,Eddy D'Amore DO,1,sophie_schowalter@weissnat-ward.test,47,9,4,1,119,individual,4,t,divorciado,médio,10,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1540,Jacinto Runolfsson,1,bertha_parker@purdy-morissette.example,37,68,11,6,332,familiar,2,f,casado,médio,9,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1541,Ginger Lockman,1,sol@armstrong-wilderman.example,87,62,14,5,161,familiar,2,t,solteiro,médio,4,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1542,Lindsy Gibson,1,isis.hamill@ryan.example,79,9,16,8,371,familiar,5,t,divorciado,baixo,0,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1543,Rev. Kraig Gusikowski,1,scottie_swaniawski@schmitt.example,75,27,23,5,69,familiar,3,f,divorciado,alto,6,8,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1544,Shalanda Bailey,1,dona@hayes.test,70,40,36,9,221,familiar,5,f,solteiro,alto,9,17,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1545,Hassan Larkin,1,gary@langosh.test,3,7,28,6,401,individual,6,t,solteiro,médio,8,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1546,Camie Kris,1,shannon.willms@durgan.test,74,61,35,4,27,familiar,4,t,divorciado,alto,0,8,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1547,Norene Friesen,1,leeanna.boyer@bradtke.example,15,41,22,9,154,familiar,4,f,casado,médio,8,15,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1548,Socorro Wyman,1,winnifred@gerhold.test,65,49,26,3,66,individual,5,f,casado,médio,8,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1549,Santiago Purdy,1,hildegarde_miller@lowe-kunze.example,34,11,28,2,125,familiar,3,f,casado,alto,8,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1550,Theron Breitenberg,1,penney_predovic@tremblay.test,36,59,8,0,178,individual,1,t,divorciado,médio,9,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1551,Seth Roob,1,harris@dickens-rutherford.example,74,16,35,9,136,individual,4,t,casado,baixo,2,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1552,Antonetta Flatley DC,1,danial@anderson.test,58,73,6,8,158,familiar,3,t,divorciado,alto,6,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1553,Fr. Keiko Bauch,1,retta@aufderhar.test,53,17,31,1,286,individual,2,t,divorciado,alto,10,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1554,Ellsworth Mraz,1,warner_reynolds@zulauf.test,10,72,9,1,384,familiar,3,t,casado,médio,0,18,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1555,Buster Beer,1,natalia@grimes.test,30,54,11,9,260,individual,3,t,divorciado,alto,5,4,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1556,Rev. Lynwood Koss,1,gerard@nicolas.test,54,74,12,4,428,familiar,7,t,divorciado,alto,1,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1557,Mrs. Ja Blanda,1,samual@conn-denesik.example,34,52,16,2,12,familiar,1,t,divorciado,médio,8,7,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1558,Boris Schulist,1,tasha@greenfelder.test,2,64,10,0,167,familiar,6,f,divorciado,alto,9,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1559,Isidra Hermann,1,julie@durgan-oberbrunner.example,34,68,12,2,270,individual,7,t,casado,baixo,8,6,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1560,Carroll Braun,1,conrad.prosacco@mcclure-haag.test,85,67,18,7,448,familiar,2,f,divorciado,médio,2,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1561,Angel Bauch,1,timmy@weimann.test,38,69,6,9,27,individual,1,t,solteiro,baixo,7,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1562,Amb. Francina Nitzsche,1,tyrone@satterfield-lockman.example,23,59,12,5,194,familiar,3,t,divorciado,baixo,6,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1563,Osvaldo Dicki,1,tobias.schmeler@witting-kunze.example,53,68,27,0,312,familiar,4,f,solteiro,médio,0,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1564,Adelina Rowe,1,eduardo@carroll.test,84,39,10,8,399,individual,4,f,divorciado,alto,4,2,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1565,Christiane Shanahan LLD,1,catherina@weissnat-rippin.example,64,65,31,8,361,individual,2,f,divorciado,médio,8,11,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1566,Thurman Windler,1,keitha@greenfelder-torphy.test,16,33,0,9,424,familiar,4,t,casado,baixo,0,15,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1567,Rebekah Bauch,1,elena@green.test,71,67,0,8,63,individual,1,t,divorciado,baixo,4,5,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1568,Wyatt Thompson,1,angel_champlin@flatley.example,33,64,11,1,313,familiar,3,t,casado,médio,7,3,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1569,Gene Aufderhar,1,timothy@schimmel.test,68,3,27,8,474,familiar,1,f,casado,alto,8,9,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1570,Columbus Schiller,1,grant.west@prohaska.test,54,32,13,2,320,individual,5,f,solteiro,alto,0,8,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1571,Tyrell Yundt,1,francesco.sanford@lesch.test,23,59,26,5,420,individual,2,t,casado,alto,1,0,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1572,Dion Quitzon,1,serina_champlin@spinka-zemlak.test,31,18,8,5,435,individual,4,f,casado,baixo,1,1,2024-02-16 20:59:28 UTC,2024-02-16 20:59:28 UTC
1573,Elmo Rice,1,irvin@larson-jakubowski.example,3,6,15,3,99,individual,7,t,casado,médio,3,9,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1574,Amb. Jacquiline Lesch,1,dante.torphy@kozey-nitzsche.test,19,37,24,0,413,individual,1,t,divorciado,médio,4,3,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1575,Pauline Mertz,1,joan_price@witting-stracke.test,83,31,33,5,486,individual,4,t,divorciado,baixo,6,3,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1576,Frederica Wunsch,1,shanta_heathcote@hodkiewicz.example,22,41,3,1,480,familiar,2,f,solteiro,alto,2,9,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1577,Prof. Eldridge Mosciski,1,anton@luettgen-collins.test,40,61,16,6,282,individual,1,t,divorciado,alto,8,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1578,Vince Daugherty,1,lavona@hegmann.test,3,5,14,1,400,familiar,5,f,casado,alto,7,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1579,Dennis Davis,1,frida_schoen@beer-lebsack.test,4,53,16,8,287,familiar,4,t,divorciado,médio,3,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1580,Rev. Howard Weissnat,1,gilbert@lang.example,57,9,1,8,30,individual,5,f,casado,alto,6,6,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1581,Ms. Clifton Rippin,1,courtney@hauck-rohan.example,57,26,5,8,462,familiar,1,t,casado,médio,4,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1582,Mrs. Josiah Williamson,1,marquis@weber.example,13,28,4,6,30,individual,3,f,divorciado,alto,7,0,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1583,Tuyet Nolan,1,olinda@kuhn.test,21,39,2,6,180,familiar,4,t,divorciado,baixo,0,5,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1584,Gilbert MacGyver,1,denisha_dicki@williamson-emard.test,45,9,10,1,167,familiar,2,f,solteiro,baixo,6,3,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1585,Zachery Towne,1,minta@king.example,31,33,14,9,256,individual,1,f,casado,baixo,4,2,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1586,Chae Krajcik PhD,1,katlyn@kunze.test,59,41,35,5,335,familiar,6,f,divorciado,alto,8,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1587,Romelia Schmitt LLD,1,garth.kunde@treutel.test,39,26,1,4,268,familiar,2,f,casado,baixo,10,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1588,Ingrid Hegmann,1,noe.nader@hyatt.example,44,20,19,3,268,individual,6,t,casado,alto,4,2,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1589,Jaimie Zboncak,1,micha.brown@wiegand.test,80,19,1,2,121,individual,1,t,solteiro,baixo,5,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1590,Msgr. Rigoberto Hammes,1,marion@stracke.example,33,17,37,8,258,individual,5,t,casado,alto,1,2,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1591,Seth Willms,1,bernie_bashirian@mitchell.example,77,2,28,5,324,familiar,7,t,casado,baixo,7,8,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1592,Garret Kilback,1,harris@turner.test,44,57,36,2,184,individual,3,t,solteiro,alto,1,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1593,Troy Bosco,1,curtis@block-murray.test,69,49,21,1,77,individual,4,f,solteiro,médio,5,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1594,Anthony Lowe,1,ahmed.mueller@raynor-hartmann.example,16,21,12,3,421,individual,7,t,casado,alto,3,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1595,Cinda Smith,1,laurie@tremblay.test,16,53,16,1,254,individual,6,t,casado,médio,0,10,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1596,Miss Gil Daniel,1,johnny@rolfson-bogan.test,20,7,1,4,257,familiar,3,f,solteiro,alto,6,3,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1597,Tisa Ullrich,1,jody.becker@hessel.test,44,64,6,0,282,individual,2,t,divorciado,alto,5,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1598,Jamal Trantow,1,rusty_berge@mayer.example,54,17,3,7,183,familiar,2,t,casado,médio,0,2,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1599,Pierre Gorczany,1,herschel_donnelly@boyer.test,7,61,20,1,454,familiar,4,t,divorciado,baixo,0,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1600,Lashandra Grant,1,gerardo@witting.test,78,23,4,1,311,individual,5,t,casado,baixo,5,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1601,Kim Shanahan,1,brandi_mraz@schimmel.example,10,42,2,2,489,familiar,2,t,divorciado,baixo,9,1,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1602,Miss Jae Bogisich,1,troy_gutkowski@powlowski.example,26,62,7,4,234,familiar,3,t,casado,médio,5,0,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1603,Raleigh Auer,1,nina.donnelly@hammes.example,46,51,4,2,86,familiar,1,f,casado,baixo,5,6,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1604,Duncan Gislason III,1,dong@sporer.example,85,67,26,1,415,familiar,5,f,solteiro,baixo,10,0,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1605,Hugo Waelchi,1,taylor_reichel@kub-doyle.example,83,42,12,5,127,familiar,5,t,solteiro,alto,0,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1606,Jaime Schoen,1,eddy@steuber.test,64,74,6,6,295,familiar,3,t,solteiro,médio,0,9,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1607,Demetrice Ruecker,1,dale@dickens-heller.test,63,38,0,1,317,familiar,3,f,casado,médio,1,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1608,Rocky Rippin,1,clair@dickens.test,28,11,24,9,282,familiar,4,f,casado,alto,7,6,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1609,Jarrett Parker,1,annamarie_kunde@price.test,26,42,18,5,140,familiar,4,f,solteiro,alto,6,2,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1610,Dr. Margie Hermiston,1,faith@leffler.test,9,56,6,5,472,individual,4,f,casado,alto,6,9,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1611,Doyle Willms,1,crissy@toy-greenholt.example,54,4,20,7,369,familiar,7,t,divorciado,alto,6,3,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1612,Kristofer Zieme,1,novella.damore@sanford.example,21,7,23,0,254,individual,1,t,divorciado,baixo,1,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1613,Cinda Ferry,1,olin@roob.example,70,10,32,6,134,individual,7,t,divorciado,baixo,6,9,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1614,Elfreda Schoen DVM,1,rolando_hyatt@monahan-collier.example,23,9,4,8,78,familiar,3,f,divorciado,alto,7,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1615,Dede Gutkowski,1,claude.kihn@bahringer.test,24,1,23,1,393,familiar,7,f,casado,médio,5,5,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1616,Hai O'Hara Esq.,1,charita@brown.example,19,8,6,2,292,individual,1,f,casado,baixo,10,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1617,Shenika Hamill DVM,1,roosevelt@ferry.example,42,41,17,5,391,familiar,4,f,divorciado,alto,3,7,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
1618,Latanya Haley,1,gilma@gleichner-sauer.test,39,29,32,9,85,individual,2,t,divorciado,médio,9,4,2024-02-16 20:59:29 UTC,2024-02-16 20:59:29 UTC
