id_x,name,team_id,email,tempo_de_assinatura,historico_de_presenca_nos_jogos,historico_de_socio,numero_de_desistencias_no_periodo,historico_de_preco_nos_planos,tipo_de_plano,quantos_membros,planos_com_ingresso_incluso,estado_civil,risco_de_churn,feedback_sobre_servicos,frequencia_de_compra_de_produtos,created_at_x,updated_at_x,id_y,number,cvc,exp_month,exp_year,customer_id,card_status,stripe_id,created_at_y,updated_at_y
269,Alec Reilly,1,shawn@zboncak.example,27,74,28,3,136,individual,2,f,casado,alto,8,9,2024-02-16 20:59:21 UTC,2024-02-16 20:59:21 UTC,269,5200828282828210,340,9,2025,269,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
270,Danilo Senger Esq.,1,herb_homenick@bergstrom.example,62,39,26,4,106,individual,3,t,solteiro,médio,9,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,270,5105105105105100,117,8,2039,270,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
271,Lula Bartell,1,keneth@kozey.example,35,14,11,4,141,individual,3,f,solteiro,baixo,6,9,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,271,4242424242424242,962,3,2025,271,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
272,Carson Nader JD,1,shakia@okuneva.example,13,33,11,3,104,individual,1,t,divorciado,baixo,4,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,272,4000056655699556,360,4,2038,272,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
273,Lucia Ernser,1,mollie@weimann.test,80,16,22,5,17,familiar,2,t,divorciado,médio,8,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,273,5555555555554444,700,3,2027,273,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
274,Art Ledner,1,carmelo_rippin@haley.test,6,5,7,5,87,familiar,5,t,divorciado,baixo,10,1,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,274,2223003122003222,334,9,2034,274,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
275,Perla Wiza,1,burt.hammes@morissette.test,72,59,31,1,149,familiar,3,f,divorciado,baixo,10,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,275,5200828282828210,265,7,2030,275,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
276,Ceola Mills,1,julee@rippin-rau.test,50,18,32,3,481,familiar,2,f,casado,baixo,9,7,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,276,5105105105105100,407,5,2038,276,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
277,Kelsi Rempel,1,damian_gusikowski@koelpin.test,49,34,30,7,192,individual,4,f,casado,alto,7,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,277,4242424242424242,115,5,2035,277,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
278,Quinton Hoeger III,1,loni@rosenbaum.example,3,48,35,3,362,familiar,2,t,casado,médio,8,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,278,4000056655699556,268,10,2030,278,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
279,Rev. Adrian Becker,1,emanuel.bechtelar@nitzsche-kessler.example,79,10,27,1,157,familiar,7,f,solteiro,baixo,2,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,279,5555555555554444,848,10,2036,279,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
280,Inell Gibson Ret.,1,rosanne@bernier.example,21,38,15,8,368,individual,6,f,solteiro,baixo,4,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,280,2223003122003222,546,10,2036,280,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
281,Hollis Brown IV,1,soo@erdman.test,79,30,7,7,145,familiar,4,f,divorciado,baixo,5,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,281,5200828282828210,798,4,2038,281,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
282,Ivan Hansen,1,alaine_morissette@lebsack.example,9,16,8,3,223,individual,4,t,casado,baixo,1,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,282,5105105105105100,513,4,2039,282,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
283,Wes Hettinger IV,1,sabra@hyatt-flatley.example,65,46,8,0,192,familiar,7,f,divorciado,médio,4,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,283,4242424242424242,457,10,2039,283,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
284,Enedina King,1,kenisha_block@hilll.example,24,74,35,5,86,familiar,3,f,solteiro,baixo,4,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,284,4000056655699556,170,7,2033,284,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
285,Richelle Hackett,1,cuc_welch@grimes-rowe.test,20,50,14,0,227,individual,3,f,solteiro,alto,10,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,285,5555555555554444,257,1,2027,285,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
286,Hassie Leffler DC,1,lashawna.cole@russel.test,50,63,10,9,486,individual,2,f,solteiro,baixo,10,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,286,2223003122003222,275,5,2025,286,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
287,Chu Mueller VM,1,lorina@christiansen-zemlak.example,74,29,26,7,49,familiar,3,f,divorciado,baixo,2,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,287,5200828282828210,716,10,2030,287,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
288,Trenton Wilderman Esq.,1,marc@kovacek.test,24,63,6,8,391,familiar,7,f,divorciado,médio,4,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,288,5105105105105100,298,11,2030,288,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
289,Foster Yost,1,josiah@prosacco.example,5,38,5,8,232,familiar,4,f,divorciado,médio,6,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,289,4242424242424242,968,6,2029,289,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
290,Rona Sipes,1,sidney@friesen-zboncak.example,43,41,31,0,385,individual,3,f,divorciado,baixo,5,1,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,290,4000056655699556,678,8,2038,290,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
291,Adriana Schneider,1,randolph.feil@hills.example,9,71,24,3,145,individual,7,t,solteiro,médio,3,9,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,291,5555555555554444,132,7,2030,291,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
292,Ozzie Altenwerth,1,harvey_block@zboncak.example,51,15,10,7,363,individual,5,f,divorciado,alto,5,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,292,2223003122003222,458,6,2032,292,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
293,Stephenie Donnelly,1,willene@smith.example,47,14,21,4,98,familiar,1,f,casado,baixo,6,9,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,293,5200828282828210,867,10,2026,293,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
294,Jesica Schinner Jr.,1,laurette@rowe.test,69,71,30,8,207,familiar,1,f,solteiro,médio,6,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,294,5105105105105100,540,4,2037,294,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
295,Chet Feil II,1,veda.bode@kling.example,55,61,18,1,437,familiar,7,t,solteiro,médio,3,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,295,4242424242424242,453,7,2030,295,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
296,Dr. Juliet Hermiston,1,laurence@reilly-sporer.example,15,35,4,9,316,individual,2,f,divorciado,baixo,10,10,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,296,4000056655699556,638,2,2030,296,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
297,Lanora Fahey,1,christie.raynor@hirthe.example,31,12,36,9,199,individual,1,t,divorciado,médio,9,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,297,5555555555554444,903,11,2031,297,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
298,Robin Weissnat VM,1,tobias@reichert.example,34,68,33,5,41,familiar,6,f,casado,alto,10,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,298,2223003122003222,677,10,2028,298,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
299,Tonda Mitchell DDS,1,dennis.wilderman@paucek-mills.test,46,49,31,2,314,familiar,6,t,casado,baixo,8,17,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,299,5200828282828210,987,11,2038,299,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
300,Zenaida Braun,1,anthony.jerde@krajcik.example,12,29,17,4,162,individual,7,f,divorciado,alto,3,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,300,5105105105105100,659,11,2036,300,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
301,Branden Hickle,1,francesco.trantow@buckridge.example,67,17,30,8,13,individual,7,t,divorciado,alto,0,1,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,301,4242424242424242,165,11,2034,301,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
302,Blanch Kiehn,1,erich@mraz-ondricka.test,38,52,23,9,132,individual,1,t,casado,baixo,7,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,302,4000056655699556,521,6,2038,302,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
303,Gov. Janeth Nader,1,reyes@rohan-kilback.example,2,19,10,5,388,familiar,3,f,solteiro,alto,7,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,303,5555555555554444,849,4,2034,303,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
304,Sharyl Ritchie,1,donovan@kerluke.test,27,9,8,4,66,familiar,4,f,divorciado,baixo,8,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,304,2223003122003222,565,8,2037,304,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
305,Ceola Brakus,1,wen@yundt.test,21,33,4,8,331,individual,2,f,solteiro,médio,8,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,305,5200828282828210,948,11,2029,305,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
306,Marco Satterfield,1,jorge@toy.test,38,57,7,9,112,familiar,4,t,solteiro,médio,4,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,306,5105105105105100,183,6,2028,306,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
307,Frank Moen,1,dannie@streich.test,61,66,0,1,470,individual,5,t,casado,médio,9,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,307,4242424242424242,451,3,2031,307,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
308,Zachery Hessel,1,joe@medhurst.example,67,41,34,4,18,individual,5,t,divorciado,baixo,7,19,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,308,4000056655699556,591,4,2032,308,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
309,Refugio Hauck,1,francesca@mante.example,35,62,32,8,115,familiar,4,f,casado,baixo,9,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,309,5555555555554444,394,10,2038,309,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
310,Asa Zboncak,1,edwardo.fisher@hintz-rice.example,81,66,14,0,375,individual,7,t,divorciado,alto,1,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,310,2223003122003222,478,6,2039,310,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
311,Jere Wyman PhD,1,deirdre@pagac-cormier.example,49,57,2,2,209,individual,4,t,solteiro,baixo,4,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,311,5200828282828210,868,8,2033,311,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
312,Sharlene Kunze,1,chung@cummings-denesik.example,22,30,10,8,282,familiar,4,f,solteiro,alto,1,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,312,5105105105105100,396,1,2036,312,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
313,Sung Schuppe,1,erik.fay@dach-harber.example,25,23,17,3,179,familiar,1,f,casado,alto,4,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,313,4242424242424242,668,2,2036,313,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
314,Gov. Jackson Halvorson,1,deon_krajcik@schroeder.example,50,59,5,3,56,familiar,6,t,divorciado,médio,7,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,314,4000056655699556,220,2,2034,314,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
315,Jonathon Sauer,1,seth_hintz@hegmann.example,49,68,0,6,381,individual,3,t,divorciado,médio,0,9,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,315,5555555555554444,338,5,2033,315,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
316,Joseph Kunze,1,denese.pouros@hirthe.example,15,60,6,7,380,familiar,4,t,divorciado,baixo,10,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,316,2223003122003222,885,11,2034,316,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
317,Milo Deckow,1,cassondra_kuhn@sauer-considine.test,15,8,2,2,461,familiar,2,f,casado,baixo,10,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,317,5200828282828210,515,9,2028,317,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
318,Nancy Deckow,1,rutha@ondricka.test,73,32,12,7,493,individual,6,f,casado,baixo,10,7,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,318,5105105105105100,376,6,2029,318,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
319,Ambrose Barrows DO,1,liberty@glover-koch.example,9,16,19,2,151,familiar,2,f,solteiro,baixo,0,1,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,319,4242424242424242,215,2,2031,319,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
320,Pres. Lawrence Bartoletti,1,kirk@lemke.test,42,67,0,8,473,individual,3,t,divorciado,baixo,8,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,320,4000056655699556,989,1,2028,320,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
321,Alva Larkin,1,rico_friesen@koepp-lowe.example,2,10,3,0,347,familiar,3,f,solteiro,médio,1,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,321,5555555555554444,272,7,2032,321,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
322,The Hon. Mirna Bergnaum,1,beryl_medhurst@dicki-hackett.example,14,28,32,6,127,familiar,6,t,divorciado,baixo,4,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,322,2223003122003222,828,1,2037,322,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
323,Marica Simonis CPA,1,shakita.kulas@keebler-padberg.example,28,12,8,5,325,individual,2,f,divorciado,baixo,6,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,323,5200828282828210,297,8,2036,323,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
324,Sherman Heidenreich JD,1,ricardo@bashirian-medhurst.test,70,37,34,6,148,individual,4,t,solteiro,baixo,10,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,324,5105105105105100,575,7,2038,324,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
325,Federico Thiel,1,karin@wiza-kiehn.test,24,8,0,9,302,familiar,3,f,solteiro,baixo,8,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,325,4242424242424242,434,6,2039,325,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
326,Edie Konopelski I,1,von@blanda.example,9,36,11,3,129,individual,3,t,divorciado,médio,8,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,326,4000056655699556,800,4,2031,326,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
327,Ira Rolfson IV,1,cameron_boehm@connelly.example,44,66,35,3,67,familiar,2,f,casado,alto,9,9,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,327,5555555555554444,598,9,2033,327,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
328,Ignacio Torphy IV,1,isaac@rosenbaum-weber.test,58,37,22,7,211,individual,3,f,casado,médio,1,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,328,2223003122003222,105,1,2026,328,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
329,Clemente Johns,1,larry_bernier@mills.test,46,2,9,9,382,familiar,4,t,solteiro,baixo,1,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,329,5200828282828210,171,7,2026,329,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
330,Prof. Zane Lemke,1,darcey_adams@hilpert-gutmann.test,49,56,36,9,37,familiar,4,t,casado,médio,6,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,330,5105105105105100,916,10,2028,330,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
331,Lucas Fritsch LLD,1,terry@runolfsdottir.example,21,64,32,3,435,individual,4,t,casado,médio,2,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,331,4242424242424242,916,7,2038,331,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
332,Marlo Herman,1,cristie@rogahn.example,77,44,19,9,127,individual,2,f,divorciado,alto,6,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,332,4000056655699556,969,10,2030,332,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
333,Octavio Bosco,1,clay@carter.test,82,67,8,5,158,individual,4,t,divorciado,baixo,9,19,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,333,5555555555554444,791,11,2030,333,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
334,Elvie Romaguera,1,wallace@herzog.test,79,31,11,0,399,individual,5,t,casado,médio,10,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,334,2223003122003222,438,10,2036,334,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
335,Eveline Schaefer,1,tonia@gulgowski-oconner.test,47,7,33,4,187,familiar,3,f,casado,alto,4,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,335,5200828282828210,569,9,2038,335,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
336,Genna Shields PhD,1,kena_terry@goldner.example,86,28,35,7,281,individual,5,f,solteiro,médio,1,14,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,336,5105105105105100,276,10,2031,336,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
337,Kimberlie Casper,1,simon.erdman@grimes-corkery.test,84,41,6,1,71,individual,7,f,casado,médio,5,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,337,4242424242424242,279,10,2039,337,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
338,Wynell Turner,1,ross@hauck.test,67,44,32,4,350,individual,6,f,solteiro,alto,1,16,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,338,4000056655699556,257,8,2028,338,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
339,Stefani Ryan DO,1,harrison@gutmann.test,46,68,19,9,351,individual,3,t,casado,baixo,10,7,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,339,5555555555554444,188,4,2039,339,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
340,Deloise Sanford,1,risa@wolff.test,77,39,0,5,141,individual,1,t,solteiro,alto,2,6,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,340,2223003122003222,250,6,2034,340,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
341,Adrienne Feeney,1,brandon@hayes-carroll.example,9,54,12,7,326,individual,1,f,solteiro,alto,0,7,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,341,5200828282828210,253,7,2025,341,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
342,Corie Keeling I,1,andra@wiegand-gottlieb.test,24,37,33,8,153,familiar,4,f,solteiro,baixo,9,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,342,5105105105105100,797,6,2038,342,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
343,Mr. Ray O'Conner,1,nadine.cassin@dubuque-douglas.example,55,72,20,1,304,familiar,3,f,divorciado,alto,2,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,343,4242424242424242,709,7,2032,343,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
344,Andreas Brakus Esq.,1,lyda_schowalter@kovacek.test,55,37,17,5,361,individual,3,t,solteiro,baixo,8,14,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,344,4000056655699556,678,2,2038,344,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
345,Cordie Schmeler,1,trevor.herman@medhurst.test,87,15,23,0,101,individual,2,t,divorciado,médio,4,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,345,5555555555554444,435,2,2027,345,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
346,Jackie Pacocha,1,miquel@romaguera.test,72,70,2,3,64,familiar,6,t,casado,médio,5,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,346,2223003122003222,463,11,2025,346,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
347,Olimpia Dooley,1,tomoko_wehner@hermann.example,56,59,7,2,294,individual,5,t,casado,baixo,0,1,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,347,5200828282828210,116,9,2026,347,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
348,Shalanda Emmerich,1,wilson@fisher.example,2,59,34,7,192,individual,4,t,casado,médio,9,0,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,348,5105105105105100,691,11,2026,348,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
349,Don Hammes IV,1,dong.hilll@sauer.test,70,27,3,7,83,individual,2,f,casado,baixo,7,9,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,349,4242424242424242,190,4,2037,349,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
350,Ilda Strosin,1,daniel_wilderman@wuckert.test,64,51,34,7,408,individual,4,f,casado,médio,1,7,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,350,4000056655699556,764,1,2025,350,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
351,Casimira Kreiger,1,angel@effertz.test,51,1,35,1,283,familiar,1,f,divorciado,médio,4,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,351,5555555555554444,415,3,2039,351,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
352,Hans Ullrich,1,lily@fritsch.test,43,38,0,6,397,familiar,1,t,casado,médio,7,4,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,352,2223003122003222,197,8,2033,352,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
353,Timmy Considine,1,mathew@bogisich-muller.example,66,18,17,3,156,individual,6,f,casado,médio,6,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,353,5200828282828210,952,10,2025,353,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
354,Pres. Harris Leffler,1,wm_jast@schoen.test,78,71,36,4,485,individual,4,t,solteiro,baixo,0,15,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,354,5105105105105100,650,9,2028,354,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
355,The Hon. Marvel Dibbert,1,ona_wehner@reichert.test,16,40,3,8,273,familiar,5,t,divorciado,médio,3,8,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,355,4242424242424242,278,2,2029,355,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
356,Tori Zemlak IV,1,shirleen.gottlieb@schoen.example,43,73,30,6,136,familiar,4,f,casado,alto,0,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,356,4000056655699556,437,5,2035,356,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
357,Delena Larson,1,ethan@considine-padberg.example,52,14,36,2,475,familiar,4,f,casado,médio,2,7,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,357,5555555555554444,879,9,2036,357,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
358,Laurena Ankunding,1,dewitt.brekke@olson.test,63,43,19,3,339,familiar,5,f,casado,alto,5,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,358,2223003122003222,189,8,2033,358,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
359,Conrad Johnson,1,saran@kuphal-feil.example,77,63,28,2,440,familiar,1,f,casado,baixo,5,1,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,359,5200828282828210,464,3,2029,359,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
360,Fr. France Murazik,1,hilario@strosin.example,51,23,2,4,492,individual,2,f,divorciado,médio,7,5,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,360,5105105105105100,663,1,2030,360,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
361,Wilfred Armstrong,1,junior.schoen@hammes.example,1,25,29,5,135,familiar,5,t,casado,baixo,3,3,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,361,4242424242424242,214,7,2025,361,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
362,Meg Mayer,1,isaiah.casper@hayes.example,39,1,9,2,94,familiar,2,f,casado,médio,6,2,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,362,4000056655699556,398,5,2038,362,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
363,Duncan Greenholt,1,elfriede@hane.example,82,13,36,0,299,individual,3,t,casado,médio,10,20,2024-02-16 20:59:22 UTC,2024-02-16 20:59:22 UTC,363,5555555555554444,910,5,2027,363,,,2024-02-16 20:59:46 UTC,2024-02-16 20:59:46 UTC
